111,Sacrosanct Lv 1,,"Temporarily nullifies all attack damage for a short amount of time after performing a Perfect Guard, Perfect Dodge, or air recovery."
112,Sacrosanct Lv 2,,"Temporarily nullifies all attack damage for a moderate amount of time after performing a Perfect Guard, Perfect Dodge, or air recovery."
113,Sacrosanct Lv 3,,"Temporarily nullifies all attack damage for a large amount of time after performing a Perfect Guard, Perfect Dodge, or air recovery."
114,Agarthan Arcana Lv 1,,When hit by enemy attacks: inflicts a small amount of proportional damage to surrounding foes.
115,Agarthan Arcana Lv 2,,When hit by enemy attacks: inflicts a moderate amount of proportional damage to surrounding foes.
116,Agarthan Arcana Lv 3,,When hit by enemy attacks: inflicts a large amount of proportional damage to surrounding foes.
117,Nothing to Report Lv 1,,Nullifies a percentage of status effects.
118,Nothing to Report Lv 2,,Nullifies a high percentage of status effects.
119,Nothing to Report Lv 3,,Nullifies all status effects.
11A,,,
11B,,,
11C,,,
11D,,,
11E,,,
11F,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
128,,,
129,,,
12A,,,
12B,,,
12C,,,Changes the unit's Unique Action Ability to [SKILL].
12D,,,Changes the unit's Unique Action Ability to [SKILL].
12E,Divine Pulse,,Changes the unit's Unique Action Ability to Divine Pulse.
12F,,,Changes the unit's Unique Action Ability to [SKILL].
130,Solar Prominence,,Changes the unit's Unique Action Ability to Solar Prominence.
131,Dark Conjuration,,Changes the unit's Unique Action Ability to Dark Conjuration.
132,Prismatic Resonance,,Changes the unit's Unique Action Ability to Prismatic Resonance.
133,Maximum Ambulation,,Changes the unit's Unique Action Ability to Maximum Ambulation.
134,Personal Space,,Changes the unit's Unique Action Ability to Personal Space.
135,One for the Books,,Changes the unit's Unique Action Ability to One for the Books.
136,Windstorm,,Changes the unit's Unique Action Ability to Windstorm.
137,Easy Breezy,,Changes the unit's Unique Action Ability to Easy Breezy.
138,Azure Lightning,,Changes the unit's Unique Action Ability to Azure Lightning.
139,Demolisher,,Changes the unit's Unique Action Ability to Demolisher.
13A,Intense Velocity,,Changes the unit's Unique Action Ability to Intense Velocity.
13B,Radiant Love,,Changes the unit's Unique Action Ability to Radiant Love.
13C,Wind Stance,,Changes the unit's Unique Action Ability to Wind Stance.
13D,Courageous Aria,,Changes the unit's Unique Action Ability to Courageous Aria.
13E,Gordian Stroke,,Changes the unit's Unique Action Ability to Gordian Stroke.
13F,Icy Plunge,,Changes the unit's Unique Action Ability to Icy Plunge.
140,Dustcloud,,Changes the unit's Unique Action Ability to Dustcloud.
141,Rondo of Roses,,Changes the unit's Unique Action Ability to Rondo of Roses.
142,Lightning Bound,,Changes the unit's Unique Action Ability to Lightning Bound.
143,Pure Brawn,,Changes the unit's Unique Action Ability to Pure Brawn.
144,Cursed Expulsion,,Changes the unit's Unique Action Ability to Cursed Expulsion.
145,Dreamer's Paintbrush,,Changes the unit's Unique Action Ability to Dreamer's Paintbrush.
146,Snowslip,,Changes the unit's Unique Action Ability to Snowslip.
147,Careful Study,,Changes the unit's Unique Action Ability to Careful Study.
148,Deceit,,Changes the unit's Unique Action Ability to Deceit.
149,Personality Shift,,Changes the unit's Unique Action Ability to Personality Shift.
14A,Golden Fists,,Changes the unit's Unique Action Ability to Golden Fists.
14B,Nether Sigh,,Changes the unit's Unique Action Ability to Nether Sigh.
14C,Thunderous Refrain,,Changes the unit's Unique Action Ability to Thunderous Refrain.
14D,Windswept,,Changes the unit's Unique Action Ability to Windswept.
14E,Luminous Prayer,,Changes the unit's Unique Action Ability to Luminous Prayer.
14F,Twofold Ruin,,Changes the unit's Unique Action Ability to Twofold Ruin.
150,Cold Calculation,,Changes the unit's Unique Action Ability to Cold Calculation.
151,Blade Breaker,,Changes the unit's Unique Action Ability to Blade Breaker.
152,,,Changes the unit's Unique Action Ability to [SKILL].
153,Quietus,,Changes the unit's Unique Action Ability to Quietus.
154,Martial Prowess,,Changes the unit's Unique Action Ability to Martial Prowess.
155,Wicked Impulse,,Changes the unit's Unique Action Ability to Wicked Impulse.
156,Galvanic Surge,,Changes the unit's Unique Action Ability to Galvanic Surge.
157,,,Changes the unit's Unique Action Ability to [SKILL].
158,,,Changes the unit's Unique Action Ability to [SKILL].
159,,,Changes the unit's Unique Action Ability to [SKILL].
15A,,,Changes the unit's Unique Action Ability to [SKILL].
15B,,,
15C,,,
15D,,,
15E,Steal,,Periodically increases the number of items that drop when an enemy commander is defeated.
15F,Locktouch,,Allows the unit to open chests without a key and unlock special gates.
160,Pass,,Makes it easier to perform Perfect Guards.
161,Lucky Seven,,"Temporarily increases one of the following stats when an enemy commander is defeated: Str, Mag, Dex, Spd, Lck, Def, or Res."
162,Impregnable,,Prevents the unit from being knocked back when performing a strong attack.
163,Terrain Resistance,,Prevents damage from terrain.
164,Black Magic+,,Increases black magic damage to enemies.
165,Dark Magic+,,Increases dark magic damage to enemies.
166,White Magic+,,Increases the amount of HP restored by white magic.
167,Deadly Scythe,,Grants combat arts and magic a rare chance to instantly defeat non-commander units.
168,Alert Stance,,Increases the invincibility window when dodging.
169,Grievous Blow,,Increases critical hit damage to enemies.
16A,Swordfaire,,Increases critical hit rate when equipped with a sword.
16B,Bowfaire,,Increases critical hit rate when equipped with a bow.
16C,Shatter,,Causes strong attacks to break an enemy's guard.
16D,Fire,,"Grants the unit Fire, or increases the spell's potency if already learned."
16E,Black Magic Mastery,,Reduces cooldown for black magic.
16F,Dark Magic Mastery,,Reduces cooldown for dark magic.
170,White Magic Mastery,,Reduces cooldown for white magic.
171,Miasma Δ,,"Grants the unit Miasma Δ, or increases the spell's potency if already learned."
172,Impair,,Extends the duration of status effects inflicted on an enemy.
173,Heal,,"Grants the unit Heal, or increases the spell's potency if already learned."
174,Charm,,Restores HP to surrounding allies when an enemy commander is defeated.
175,Blessed Breath,,"When magic is used to recover the caster's or an ally's HP, restores the caster's Warrior Gauge proportionally."
176,Swift Awakening,,Increases the amount that successful attacks fill the Awakening Gauge.
177,Seal Strength,,Temporarily lowers the Str of enemies the unit attacks.
178,Seal Magic,,Temporarily lowers the Mag of enemies the unit attacks.
179,Tenacity,,Increases damage to enemies as the unit's HP decreases.
17A,Ancient Dragon Wrath,,Calculates damage using the lower of the enemy's Def or Res stat.
17B,Ancient Dragonskin,,Halves damage taken from combat arts and magic.
17C,Immune Status,,Nullifies all status effects.
17D,Alert Stance+,,Greatly increases the invincibility window when dodging.
17E,Crestological Wisdom,,Grants temporary invincibility when attacking with a Hero's Relic.
17F,Unsealable Magic,,Grants immunity to Silence.
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,Sword Buster Lv 1,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
187,Sword Buster Lv 2,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
188,Sword Buster Lv 3,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
189,Sword Buster Lv 4,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18A,Sword Buster Lv 5,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18B,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18C,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18D,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18E,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
18F,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
190,,,Grants one tier greater advantage against enemies equipped with swords. Increases damage to them by [0:NUMBER]%.
191,Lance Buster Lv 1,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
192,Lance Buster Lv 2,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
193,Lance Buster Lv 3,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
194,Lance Buster Lv 4,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
195,Lance Buster Lv 5,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
196,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
197,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
198,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
199,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
19A,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
19B,,,Grants one tier greater advantage against enemies equipped with lances. Increases damage to them by [0:NUMBER]%.
19C,Axe Buster Lv 1,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
19D,Axe Buster Lv 2,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
19E,Axe Buster Lv 3,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
19F,Axe Buster Lv 4,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A0,Axe Buster Lv 5,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A1,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A2,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A3,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A4,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A5,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A6,,,Grants one tier greater advantage against enemies equipped with axes. Increases damage to them by [0:NUMBER]%.
1A7,Bow Buster Lv 1,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1A8,Bow Buster Lv 2,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1A9,Bow Buster Lv 3,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AA,Bow Buster Lv 4,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AB,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AC,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AD,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AE,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1AF,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1B0,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1B1,,,Grants one tier greater advantage against enemies equipped with bows. Increases damage to them by [0:NUMBER]%.
1B2,Gauntlet Buster Lv 1,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B3,Gauntlet Buster Lv 2,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B4,Gauntlet Buster Lv 3,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B5,Gauntlet Buster Lv 4,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B6,Gauntlet Buster Lv 5,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B7,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B8,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1B9,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1BA,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1BB,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1BC,,,Grants one tier greater advantage against enemies equipped with gauntlets. Increases damage to them by [0:NUMBER]%.
1BD,Tome Buster Lv 1,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1BE,Tome Buster Lv 2,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1BF,Tome Buster Lv 3,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C0,Tome Buster Lv 4,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C1,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C2,Tome Buster Lv 6,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C3,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C4,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C5,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C6,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C7,,,Grants one tier greater advantage against enemies equipped with tomes. Increases damage to them by [0:NUMBER]%.
1C8,,,
1C9,,,
1CA,,,
1CB,,,
1CC,,,
1CD,,,
1CE,,,
1CF,,,
1D0,,,
1D1,,,
1D2,,,
1D3,,,
1D4,,,
1D5,,,
1D6,,,
1D7,,,
1D8,,,
1D9,,,
1DA,,,
1DB,,,
1DC,,,
1DD,,,
1DE,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1DF,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E0,Cavalry Buster Lv 3,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E1,Cavalry Buster Lv 4,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E2,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E3,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E4,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E5,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E6,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E7,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E8,,,Grants one tier greater advantage against cavalry units. Increases damage to them by [0:NUMBER]%.
1E9,,,
1EA,,,
1EB,,,
1EC,,,
1ED,,,
1EE,,,
1EF,,,
1F0,,,
1F1,,,
1F2,,,
1F3,,,
1F4,Resist Swords Lv 1,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1F5,Resist Swords Lv 2,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1F6,Resist Swords Lv 3,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1F7,Resist Swords Lv 4,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1F8,Resist Swords Lv 5,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1F9,Resist Swords Lv 6,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FA,Resist Swords Lv 7,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FB,,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FC,Resist Swords Lv 9,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FD,,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FE,,,Grants one tier greater advantage against enemies equipped with swords. Reduces damage from them by [0:NUMBER]%.
1FF,Resist Lances Lv 1,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
200,Resist Lances Lv 2,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
201,Resist Lances Lv 3,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
202,Resist Lances Lv 4,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
203,Resist Lances Lv 5,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
204,Resist Lances Lv 6,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
205,Resist Lances Lv 7,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
206,,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
207,,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
208,Resist Lances Lv 10,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
209,,,Grants one tier greater advantage against enemies equipped with lances. Reduces damage from them by [0:NUMBER]%.
20A,Resist Axes Lv 1,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
20B,Resist Axes Lv 2,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
20C,Resist Axes Lv 3,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
20D,Resist Axes Lv 4,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
20E,Resist Axes Lv 5,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
20F,Resist Axes Lv 6,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
210,,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
211,Resist Axes Lv 8,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
212,,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
213,,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
214,,,Grants one tier greater advantage against enemies equipped with axes. Reduces damage from them by [0:NUMBER]%.
215,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
216,Resist Bows Lv 2,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
217,Resist Bows Lv 3,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
218,Resist Bows Lv 4,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
219,Resist Bows Lv 5,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21A,Resist Bows Lv 6,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21B,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21C,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21D,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21E,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
21F,,,Grants one tier greater advantage against enemies equipped with bows. Reduces damage from them by [0:NUMBER]%.
220,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
221,Resist Gauntlets Lv 2,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
222,Resist Gauntlets Lv 3,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
223,Resist Gauntlets Lv 4,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
224,Resist Gauntlets Lv 5,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
225,Resist Gauntlets Lv 6,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
226,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
227,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
228,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
229,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
22A,,,Grants one tier greater advantage against enemies equipped with gauntlets. Reduces damage from them by [0:NUMBER]%.
22B,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
22C,Resist Tomes Lv 2,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
22D,Resist Tomes Lv 3,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
22E,Resist Tomes Lv 4,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
22F,Resist Tomes Lv 5,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
230,Resist Tomes Lv 6,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
231,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
232,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
233,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
234,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
235,,,Grants one tier greater advantage against enemies equipped with tomes. Reduces damage from them by [0:NUMBER]%.
236,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
237,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
238,Resist Monsters Lv 3,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
239,Resist Monsters Lv 4,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23A,Resist Monsters Lv 5,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23B,Resist Monsters Lv 6,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23C,Resist Monsters Lv 7,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23D,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23E,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
23F,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
240,,,Grants one tier greater advantage against monsters. Reduces damage from them by [0:NUMBER]%.
241,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
242,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
243,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
244,Resist Armor Lv 4,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
245,Resist Armor Lv 5,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
246,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
247,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
248,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
249,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
24A,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
24B,,,Grants one tier greater advantage against armored units. Reduces damage from them by [0:NUMBER]%.
24C,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
24D,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
24E,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
24F,Resist Cavalry Lv 4,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
250,Resist Cavalry Lv 5,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
251,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
252,Resist Cavalry Lv 7,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
253,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
254,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
255,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
256,,,Grants one tier greater advantage against cavalry units. Reduces damage from them by [0:NUMBER]%.
257,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
258,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
259,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25A,Resist Fliers Lv 4,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25B,Resist Fliers Lv 5,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25C,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25D,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25E,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
25F,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
260,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
261,,,Grants one tier greater advantage against flying units. Reduces damage from them by [0:NUMBER]%.
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,,,
269,,,
26A,,,
26B,,,
26C,,,
26D,,,
26E,,,
26F,,,
270,,,
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
27A,,,
27B,,,
27C,,,
27D,,,
27E,,,
27F,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
28A,Mercenary Creed Lv 1,,When ordered to attack: increases damage dealt to enemies by 30%.
28B,Mercenary Creed Lv 2,,When ordered to attack: increases damage dealt to enemies by 40%.
28C,Mercenary Creed Lv 3,,When ordered to attack: increases damage dealt to enemies by 50%.
28D,Unfeeling Blade Lv 1,,When ordered to attack: increases damage dealt to enemies by 30%.
28E,Unfeeling Blade Lv 2,,When ordered to attack: increases damage dealt to enemies by 40%.
28F,Unfeeling Blade Lv 3,,When ordered to attack: increases damage dealt to enemies by 50%.
290,Ambition Lv 1,,When ordered to attack: reduces damage received from enemies by 30%.
291,Ambition Lv 2,,When ordered to attack: reduces damage received from enemies by 40%.
292,Ambition Lv 3,,When ordered to attack: reduces damage received from enemies by 50%.
293,Officer's Duty Lv 1,,When ordered to guard: reduces damage received from enemies by 30%.
294,Officer's Duty Lv 2,,When ordered to guard: reduces damage received from enemies by 40%.
295,Officer's Duty Lv 3,,When ordered to guard: reduces damage received from enemies by 50%.
296,Center Stage Lv 1,,When ordered to seize: increases damage dealt to enemies by 30%.
297,Center Stage Lv 2,,When ordered to seize: increases damage dealt to enemies by 40%.
298,Center Stage Lv 3,,When ordered to seize: increases damage dealt to enemies by 50%.
